9.75	47.25	11	210825
10.25	47.25	11	210825
10.75	47.25	11	210825
11.25	47.25	11	210825
11.75	47.25	11	210825
12.25	47.25	11	210825
12.75	46.75	11	212789.9
12.75	47.25	11	210825
13.25	46.75	11	212789.9
13.25	47.25	11	210825
13.25	47.75	11	208844
13.25	48.25	11	206847.2
13.75	46.75	11	212789.9
13.75	47.25	11	210825
13.75	47.75	11	208844
13.75	48.25	11	206847.2
14.25	46.75	11	212789.9
14.25	47.25	11	210825
14.25	47.75	11	208844
14.25	48.25	11	206847.2
14.75	46.75	11	212789.9
14.75	47.25	11	210825
14.75	47.75	11	208844
14.75	48.25	11	206847.2
15.25	46.75	11	212789.9
15.25	47.25	11	210825
15.25	47.75	11	208844
15.25	48.25	11	206847.2
15.25	48.75	11	204834.6
15.75	46.75	11	212789.9
15.75	47.25	11	210825
15.75	47.75	11	208844
15.75	48.25	11	206847.2
15.75	48.75	11	204834.6
16.25	47.25	11	210825
16.25	47.75	11	208844
16.25	48.25	11	206847.2
16.75	47.75	11	208844
16.75	48.25	11	206847.2
12.25	50.25	167	198703.8
12.75	49.75	167	200762.8
12.75	50.25	167	198703.8
13.25	49.25	167	202806.4
13.25	49.75	167	200762.8
13.25	50.25	167	198703.8
13.75	49.25	167	202806.4
13.75	49.75	167	200762.8
13.75	50.25	167	198703.8
14.25	48.75	167	204834.6
14.25	49.25	167	202806.4
14.25	49.75	167	200762.8
14.25	50.25	167	198703.8
14.25	50.75	167	196629.8
14.75	48.75	167	204834.6
14.75	49.25	167	202806.4
14.75	49.75	167	200762.8
14.75	50.25	167	198703.8
14.75	50.75	167	196629.8
15.25	49.25	167	202806.4
15.25	49.75	167	200762.8
15.25	50.25	167	198703.8
15.25	50.75	167	196629.8
15.75	49.25	167	202806.4
15.75	49.75	167	200762.8
15.75	50.25	167	198703.8
15.75	50.75	167	196629.8
16.25	48.75	167	204834.6
16.25	49.25	167	202806.4
16.25	49.75	167	200762.8
16.25	50.25	167	198703.8
16.75	48.75	167	204834.6
16.75	49.25	167	202806.4
16.75	49.75	167	200762.8
17.25	49.25	167	202806.4
17.25	49.75	167	200762.8
17.25	50.25	167	198703.8
17.75	49.25	167	202806.4
17.75	49.75	167	200762.8
17.75	50.25	167	198703.8
18.25	49.75	167	200762.8
6.25	50.25	79	198703.8
6.25	50.75	79	196629.8
6.25	51.25	79	194540.7
6.25	51.75	79	192436.9
6.75	49.25	79	202806.4
6.75	49.75	79	200762.8
6.75	50.25	79	198703.8
6.75	50.75	79	196629.8
6.75	51.25	79	194540.7
6.75	51.75	79	192436.9
7.25	49.25	79	202806.4
7.25	49.75	79	200762.8
7.25	50.25	79	198703.8
7.25	50.75	79	196629.8
7.25	51.25	79	194540.7
7.25	51.75	79	192436.9
7.25	52.25	79	190318.4
7.25	52.75	79	188185.4
7.25	53.25	79	186038
7.75	47.75	79	208844
7.75	48.25	79	206847.2
7.75	49.25	79	202806.4
7.75	49.75	79	200762.8
7.75	50.25	79	198703.8
7.75	50.75	79	196629.8
7.75	51.25	79	194540.7
7.75	51.75	79	192436.9
7.75	52.25	79	190318.4
7.75	52.75	79	188185.4
7.75	53.25	79	186038
8.25	47.75	79	208844
8.25	48.25	79	206847.2
8.25	48.75	79	204834.6
8.25	49.25	79	202806.4
8.25	49.75	79	200762.8
8.25	50.25	79	198703.8
8.25	50.75	79	196629.8
8.25	51.25	79	194540.7
8.25	51.75	79	192436.9
8.25	52.25	79	190318.4
8.25	52.75	79	188185.4
8.25	53.25	79	186038
8.75	47.75	79	208844
8.75	48.25	79	206847.2
8.75	48.75	79	204834.6
8.75	49.25	79	202806.4
8.75	49.75	79	200762.8
8.75	50.25	79	198703.8
8.75	50.75	79	196629.8
8.75	51.25	79	194540.7
8.75	51.75	79	192436.9
8.75	52.25	79	190318.4
8.75	52.75	79	188185.4
8.75	53.25	79	186038
8.75	53.75	79	183876.5
8.75	54.75	79	179511.7
9.25	47.75	79	208844
9.25	48.25	79	206847.2
9.25	48.75	79	204834.6
9.25	49.25	79	202806.4
9.25	49.75	79	200762.8
9.25	50.25	79	198703.8
9.25	50.75	79	196629.8
9.25	51.25	79	194540.7
9.25	51.75	79	192436.9
9.25	52.25	79	190318.4
9.25	52.75	79	188185.4
9.25	53.25	79	186038
9.25	53.75	79	183876.5
9.25	54.25	79	181701
9.25	54.75	79	179511.7
9.75	47.75	79	208844
9.75	48.25	79	206847.2
9.75	48.75	79	204834.6
9.75	49.25	79	202806.4
9.75	49.75	79	200762.8
9.75	50.25	79	198703.8
9.75	50.75	79	196629.8
9.75	51.25	79	194540.7
9.75	51.75	79	192436.9
9.75	52.25	79	190318.4
9.75	52.75	79	188185.4
9.75	53.25	79	186038
9.75	53.75	79	183876.5
9.75	54.25	79	181701
9.75	54.75	79	179511.7
10.25	47.75	79	208844
10.25	48.25	79	206847.2
10.25	48.75	79	204834.6
10.25	49.25	79	202806.4
10.25	49.75	79	200762.8
10.25	50.25	79	198703.8
10.25	50.75	79	196629.8
10.25	51.25	79	194540.7
10.25	51.75	79	192436.9
10.25	52.25	79	190318.4
10.25	52.75	79	188185.4
10.25	53.25	79	186038
10.25	53.75	79	183876.5
10.25	54.25	79	181701
10.75	47.75	79	208844
10.75	48.25	79	206847.2
10.75	48.75	79	204834.6
10.75	49.25	79	202806.4
10.75	49.75	79	200762.8
10.75	50.25	79	198703.8
10.75	50.75	79	196629.8
10.75	51.25	79	194540.7
10.75	51.75	79	192436.9
10.75	52.25	79	190318.4
10.75	52.75	79	188185.4
10.75	53.25	79	186038
10.75	53.75	79	183876.5
10.75	54.25	79	181701
11.25	47.75	79	208844
11.25	48.25	79	206847.2
11.25	48.75	79	204834.6
11.25	49.25	79	202806.4
11.25	49.75	79	200762.8
11.25	50.25	79	198703.8
11.25	50.75	79	196629.8
11.25	51.25	79	194540.7
11.25	51.75	79	192436.9
11.25	52.25	79	190318.4
11.25	52.75	79	188185.4
11.25	53.25	79	186038
11.25	53.75	79	183876.5
11.75	47.75	79	208844
11.75	48.25	79	206847.2
11.75	48.75	79	204834.6
11.75	49.25	79	202806.4
11.75	49.75	79	200762.8
11.75	50.25	79	198703.8
11.75	50.75	79	196629.8
11.75	51.25	79	194540.7
11.75	51.75	79	192436.9
11.75	52.25	79	190318.4
11.75	52.75	79	188185.4
11.75	53.25	79	186038
11.75	53.75	79	183876.5
12.25	47.75	79	208844
12.25	48.25	79	206847.2
12.25	48.75	79	204834.6
12.25	49.25	79	202806.4
12.25	49.75	79	200762.8
12.25	50.75	79	196629.8
12.25	51.25	79	194540.7
12.25	51.75	79	192436.9
12.25	52.25	79	190318.4
12.25	52.75	79	188185.4
12.25	53.25	79	186038
12.25	53.75	79	183876.5
12.25	54.25	79	181701
12.75	47.75	79	208844
12.75	48.25	79	206847.2
12.75	48.75	79	204834.6
12.75	49.25	79	202806.4
12.75	50.75	79	196629.8
12.75	51.25	79	194540.7
12.75	51.75	79	192436.9
12.75	52.25	79	190318.4
12.75	52.75	79	188185.4
12.75	53.25	79	186038
12.75	53.75	79	183876.5
12.75	54.25	79	181701
13.25	48.75	79	204834.6
13.25	50.75	79	196629.8
13.25	51.25	79	194540.7
13.25	51.75	79	192436.9
13.25	52.25	79	190318.4
13.25	52.75	79	188185.4
13.25	53.25	79	186038
13.25	53.75	79	183876.5
13.75	48.75	79	204834.6
13.75	50.75	79	196629.8
13.75	51.25	79	194540.7
13.75	51.75	79	192436.9
13.75	52.25	79	190318.4
13.75	52.75	79	188185.4
13.75	53.25	79	186038
13.75	53.75	79	183876.5
14.25	51.25	79	194540.7
14.25	51.75	79	192436.9
14.25	52.25	79	190318.4
14.25	52.75	79	188185.4
14.25	53.25	79	186038
14.25	53.75	79	183876.5
14.75	51.25	79	194540.7
14.75	51.75	173	192436.9
14.75	52.25	173	190318.4
14.75	52.75	173	188185.4
14.75	53.25	173	186038
14.75	53.75	173	183876.5
15.25	51.25	173	194540.7
15.25	51.75	173	192436.9
15.25	52.25	173	190318.4
15.25	52.75	173	188185.4
15.25	53.25	173	186038
15.25	53.75	173	183876.5
15.75	51.25	173	194540.7
15.75	51.75	173	192436.9
15.75	52.25	173	190318.4
15.75	52.75	173	188185.4
15.75	53.25	173	186038
15.75	53.75	173	183876.5
16.25	50.75	173	196629.8
16.25	51.25	173	194540.7
16.25	51.75	173	192436.9
16.25	52.25	173	190318.4
16.25	52.75	173	188185.4
16.25	53.25	173	186038
16.25	53.75	173	183876.5
16.25	54.25	173	181701
16.75	50.25	173	198703.8
16.75	50.75	173	196629.8
16.75	51.25	173	194540.7
16.75	51.75	173	192436.9
16.75	52.25	173	190318.4
16.75	52.75	173	188185.4
16.75	53.25	173	186038
16.75	53.75	173	183876.5
16.75	54.25	173	181701
17.25	50.75	173	196629.8
17.25	51.25	173	194540.7
17.25	51.75	173	192436.9
17.25	52.25	173	190318.4
17.25	52.75	173	188185.4
17.25	53.25	173	186038
17.25	53.75	173	183876.5
