17.25	54.25	173	181701
17.75	50.75	173	196629.8
17.75	51.25	173	194540.7
17.75	51.75	173	192436.9
17.75	52.25	173	190318.4
17.75	52.75	173	188185.4
17.75	53.25	173	186038
17.75	53.75	173	183876.5
17.75	54.25	173	181701
17.75	54.75	173	179511.7
18.25	50.25	173	198703.8
18.25	50.75	173	196629.8
18.25	51.25	173	194540.7
18.25	51.75	173	192436.9
18.25	52.25	173	190318.4
18.25	52.75	173	188185.4
18.25	53.25	173	186038
18.25	53.75	173	183876.5
18.25	54.25	173	181701
18.25	54.75	173	179511.7
18.75	49.75	173	200762.8
18.75	50.25	173	198703.8
18.75	50.75	173	196629.8
18.75	51.25	173	194540.7
18.75	51.75	173	192436.9
18.75	52.25	173	190318.4
18.75	52.75	173	188185.4
18.75	53.25	173	186038
18.75	53.75	173	183876.5
18.75	54.25	173	181701
19.25	49.75	173	200762.8
19.25	50.25	173	198703.8
19.25	50.75	173	196629.8
19.25	51.25	173	194540.7
19.25	51.75	173	192436.9
19.25	52.25	173	190318.4
19.25	52.75	173	188185.4
19.25	53.25	173	186038
19.25	53.75	173	183876.5
19.25	54.25	173	181701
19.75	49.75	173	200762.8
19.75	50.25	173	198703.8
19.75	50.75	173	196629.8
19.75	51.25	173	194540.7
19.75	51.75	173	192436.9
19.75	52.25	173	190318.4
19.75	52.75	173	188185.4
19.75	53.25	173	186038
19.75	53.75	173	183876.5
19.75	54.25	173	181701
20.25	49.75	173	200762.8
20.25	50.25	173	198703.8
20.25	50.75	173	196629.8
20.25	51.25	173	194540.7
20.25	51.75	173	192436.9
20.25	52.25	173	190318.4
20.25	52.75	173	188185.4
20.25	53.25	173	186038
20.25	53.75	173	183876.5
20.25	54.25	173	181701
20.75	49.75	173	200762.8
20.75	50.25	173	198703.8
20.75	50.75	173	196629.8
20.75	51.25	173	194540.7
20.75	51.75	173	192436.9
20.75	52.25	173	190318.4
20.75	52.75	173	188185.4
20.75	53.25	173	186038
20.75	53.75	173	183876.5
20.75	54.25	173	181701
21.25	49.75	173	200762.8
21.25	50.25	173	198703.8
21.25	50.75	173	196629.8
21.25	51.25	173	194540.7
21.25	51.75	173	192436.9
21.25	52.25	173	190318.4
21.25	52.75	173	188185.4
21.25	53.25	173	186038
21.25	53.75	173	183876.5
21.25	54.25	173	181701
21.75	49.75	173	200762.8
21.75	50.25	173	198703.8
21.75	50.75	173	196629.8
21.75	51.25	173	194540.7
21.75	51.75	173	192436.9
21.75	52.25	173	190318.4
21.75	52.75	173	188185.4
21.75	53.25	173	186038
21.75	53.75	173	183876.5
21.75	54.25	173	181701
22.25	49.25	173	202806.4
22.25	49.75	173	200762.8
22.25	50.25	173	198703.8
22.25	50.75	173	196629.8
22.25	51.25	173	194540.7
22.25	51.75	173	192436.9
22.25	52.25	173	190318.4
22.25	52.75	173	188185.4
22.25	53.25	173	186038
22.25	53.75	173	183876.5
22.25	54.25	173	181701
22.75	49.75	173	200762.8
22.75	50.25	173	198703.8
22.75	50.75	173	196629.8
22.75	51.25	173	194540.7
22.75	51.75	173	192436.9
22.75	52.25	173	190318.4
22.75	52.75	173	188185.4
22.75	53.25	173	186038
22.75	53.75	173	183876.5
22.75	54.25	173	181701
23.25	50.25	173	198703.8
23.25	50.75	173	196629.8
23.25	51.25	173	194540.7
23.25	51.75	173	192436.9
23.25	52.75	173	188185.4
23.25	53.25	173	186038
23.25	53.75	173	183876.5
23.25	54.25	173	181701
23.75	50.75	173	196629.8
23.75	52.75	173	188185.4
23.75	53.25	173	186038
17.25	48.25	199	206847.2
17.25	48.75	199	204834.6
17.75	48.25	199	206847.2
17.75	48.75	199	204834.6
18.25	47.75	199	208844
18.25	48.25	199	206847.2
18.25	48.75	199	204834.6
18.25	49.25	199	202806.4
18.75	48.25	199	206847.2
18.75	48.75	199	204834.6
18.75	49.25	199	202806.4
19.25	48.25	199	206847.2
19.25	48.75	199	204834.6
19.25	49.25	199	202806.4
19.75	48.25	199	206847.2
19.75	48.75	199	204834.6
19.75	49.25	199	202806.4
20.25	48.75	199	204834.6
20.25	49.25	199	202806.4
20.75	48.75	199	204834.6
20.75	49.25	199	202806.4
21.25	48.75	199	204834.6
21.25	49.25	199	202806.4
21.75	48.75	199	204834.6
21.75	49.25	199	202806.4
22.25	48.75	199	204834.6
6.25	46.25	211	214738.6
6.75	46.75	211	212789.9
7.25	46.25	211	214738.6
7.25	46.75	211	212789.9
7.25	47.25	211	210825
7.75	46.25	211	214738.6
7.75	46.75	211	212789.9
7.75	47.25	211	210825
8.25	46.75	211	212789.9
8.25	47.25	211	210825
8.75	46.25	211	214738.6
8.75	46.75	211	212789.9
8.75	47.25	211	210825
9.25	46.75	211	212789.9
9.25	47.25	211	210825
9.75	46.75	211	212789.9
10.25	46.75	211	212789.9
